RECORD_TIME,R1_AVG_VALUE,R2_AVG_VALUE,R3_AVG_VALUE,H_WIND_AMOUNT,H_COLD_PRESS,H_UPRESS,H_PRESS_DIFF,H_TQXZS,H_ACT_FS,H_GDFN,S,T,¦Î
2024-02-01 09:00:00,277.65,121.53,66.97,5982.87,432.79,245.5,176.75,33.87,270.54,15042.03,0.17,397.6,0.05
2024-02-01 08:00:00,297.76,126.4,70.93,5972.85,435.75,245.55,179.88,33.12,265.23,14437.21,0.203,452.6,0.032
2024-02-01 07:00:00,293.76,135.37,70.54,5932.05,434.67,245.39,179.02,33.15,265.39,14362.9,0.205,409.7,0.037
2024-02-01 06:00:00,264.73,114.92,64.24,5982.77,433.43,245.39,177.68,33.73,268.4,14811.43,0.215,392,0.033
2024-02-01 05:00:00,303.93,137.26,73.13,6003.51,433.96,245.43,178.02,33.76,267.8,14785.9,0.201,477.2,0.034
2024-02-01 04:00:00,271.99,114.48,65.21,6034.06,433.43,245.15,177.5,34.08,270.44,15183.44,0.164,476.8,0.048
2024-02-01 03:00:00,257.43,110.47,63.75,6012.18,434.56,245.24,178.73,33.66,270,15056.95,0.225,440,0.03
2024-02-01 02:00:00,278.87,119.24,67.25,6015.04,430.94,245.32,174.94,34.41,270.3,15106.45,0.21,417.5,0.04
2024-02-01 01:00:00,271.28,115.9,65.88,6021.2,431.33,245.33,175.24,34.43,270.03,15095.93,0.165,504.5,0.048
2024-02-01 00:00:00,301.35,131.49,69.05,6020.88,430.81,245.19,174.94,34.51,270.64,15156.12,0.242,458,0.051
2024-01-31 23:00:00,300.87,142.12,71.41,6034.87,432.02,245.33,176.1,34.29,264.32,14489.36,0.258,442.2,0.042
2024-01-31 22:00:00,303.57,141.73,72.36,6008.42,429.39,245.6,173.17,34.72,263.22,14297.72,0.194,404.1,0.044
2024-01-31 21:00:00,320.15,135.24,73.61,5959.64,431.55,245.27,175.9,33.89,263.65,14227.62,0.233,489.9,0.039
2024-01-31 20:00:00,289.13,129.77,68.61,5967.12,427.99,245.55,172.08,34.68,262.94,14164.62,0.194,499.8,0.045
2024-01-31 19:00:00,296.55,130.09,70.36,5991.82,432.15,245.27,176.37,34,260.72,14000.89,0.177,505.6,0.041
2024-01-31 18:00:00,268.94,120.45,69.21,5932.81,435.02,245.21,179.63,33.12,260.69,13840.97,0.249,420.9,0.039
2024-01-31 17:00:00,297.56,130.21,74.25,5971.21,432.86,245.48,177.16,33.78,259.15,13774.58,0.2,462.4,0.031
2024-01-31 16:00:00,315.48,151.68,81.16,5995.58,430.4,245.26,174.6,34.38,258.2,13760.16,0.174,485.1,0.028
2024-01-31 15:00:00,327.13,154.44,83.85,5982.06,428.02,245.21,172.45,34.76,263.75,14304.17,0.194,427.2,0.03
2024-01-31 14:00:00,291.57,131.84,75.42,6002.45,431.98,245.06,176.54,34.03,261.5,14082.76,0.196,445.3,0.031
2024-01-31 13:00:00,285.31,128.76,72.29,6013.83,430.57,245.05,174.97,34.41,260.55,14031.29,0.214,409.2,0.038
2024-01-31 12:00:00,296.46,129.65,71.3,6025.33,428.92,245.43,172.88,34.84,268.87,14971.41,0.219,413.1,0.039
2024-01-31 11:00:00,312.81,126.22,71.17,6027.06,431.54,245.52,175.45,34.41,268.57,14937.13,0.222,409,0.052
2024-01-31 10:00:00,334.47,140.45,79.09,6024.21,430.96,245.55,174.85,34.47,259.73,13972.52,0.231,498.5,0.037
2024-01-31 09:00:00,342.52,144.56,80.47,6029.45,431.77,245.45,175.91,34.24,261.66,14187.43,0.209,482.3,0.031
2024-01-31 08:00:00,361.5,150.64,81.28,6035.4,431.53,245.34,175.93,34.33,263.32,14380.42,0.256,422.6,0.033
2024-01-31 07:00:00,349.32,151.2,81.74,6025.59,431.97,245.38,176.5,34.18,256.06,13575.21,0.213,395.6,0.051
2024-01-31 06:00:00,383.72,165.68,90.05,5977.91,434.27,245.43,178.57,33.5,256.88,13550.51,0.193,419.2,0.042
2024-01-31 05:00:00,378.57,154.15,87.33,5975.83,430.64,245.37,175.23,34.12,257.89,13657.94,0.172,412.4,0.028
2024-01-31 04:00:00,379.24,162.01,90,5964.17,432.21,245.24,176.9,33.72,255.32,13349.18,0.176,506,0.046
2024-01-31 03:00:00,344.49,136.18,77.4,5955.39,433.38,245.26,177.91,33.5,254.92,13293.4,0.194,456.8,0.048
2024-01-31 02:00:00,287.11,117.9,69.48,5967.14,429.69,245.32,174.77,34.18,248.87,12702.45,0.164,427.7,0.039
2024-01-31 01:00:00,302.86,127.93,70.95,5958.17,423.41,244.88,169.36,35.26,254.91,13315.04,0.231,424.1,0.045
2024-01-31 00:00:00,307.95,141.47,77.09,5070.89,360.06,199.66,153.31,33.1,239.77,10168.06,0.197,486.8,0.049
2024-01-30 23:00:00,206.72,131.05,82.17,811.93,53.06,18.41,22.76,12.33,78.28,1663.2,0.19,500.6,0.036
2024-01-30 22:00:00,59.28,63.41,56.65,43.33,16.13,0.15,0.75,2.44,8.34,26.8,0.189,403.9,0.034
2024-01-30 21:00:00,84.78,64.62,54.64,3786.12,273.13,149.47,117.54,31.64,218.72,7669.5,0.254,394.6,0.039
2024-01-30 20:00:00,274.9,112.76,67.83,5979.2,432.27,245.52,176.46,33.9,261.77,14066.61,0.234,422,0.027
2024-01-30 19:00:00,307.45,125.88,74.29,6039.18,434.39,245.27,178.52,33.89,262.85,14347.21,0.165,462.1,0.03
2024-01-30 18:00:00,376.83,161.18,88.47,6052.56,433.97,245.4,177.83,33.99,264.85,14583.03,0.166,422.8,0.037
2024-01-30 17:00:00,369.87,152.93,84.48,6023.17,434.82,245.23,179.01,33.68,264.89,14525.76,0.239,495,0.053
2024-01-30 16:00:00,345.54,142.48,80.82,5992.79,433.16,245.43,177.33,33.84,262.76,14222.74,0.172,472.9,0.034
2024-01-30 15:00:00,392.68,161.92,83.02,6001.8,435.25,245.59,179.1,33.53,264.17,14382.03,0.254,424.5,0.035
2024-01-30 14:00:00,340.93,136.34,72.41,5991.27,433.21,245.38,177.64,33.81,265.11,14469.04,0.229,460.2,0.027
2024-01-30 13:00:00,324.33,140.87,76.26,5989.35,431.58,245.43,175.63,34.06,265.85,14539.73,0.174,469.7,0.039
2024-01-30 12:00:00,359.2,141.81,79.55,6018.35,435.15,245.17,179.39,33.61,266.54,14703.5,0.195,471.9,0.037
2024-01-30 11:00:00,337.22,143.35,76.07,6033.16,431.97,245.63,175.81,34.33,269.34,15033.48,0.18,421.3,0.032
2024-01-30 10:00:00,364.47,155.59,78.65,6008.77,432.01,245.11,176.38,34.12,267.3,14756.09,0.172,416.8,0.036
2024-01-30 09:00:00,316.86,143.96,75.54,6016.07,433.06,245.08,177.45,33.97,266.97,14749.04,0.208,473.1,0.035
2024-01-30 08:00:00,369.74,152.01,80.95,6037.64,434.72,245.06,179.39,33.75,265.79,14664.32,0.229,456.9,0.034
2024-01-30 07:00:00,391.43,181.06,88.95,6068.27,435.27,245.52,179.18,33.8,268.11,14987.41,0.174,445.9,0.042
2024-01-30 06:00:00,354.49,162.74,82.47,6067.57,434.48,245.29,178.45,34.01,269.37,15120.88,0.235,425,0.041
2024-01-30 05:00:00,370.25,171.3,84.96,6070.77,435.81,245.39,180,33.76,267.66,14951.16,0.257,474.3,0.039
2024-01-30 04:00:00,360.35,164.81,81.09,6071.22,436.64,245.36,180.66,33.59,266.91,14853.65,0.238,403.8,0.047
2024-01-30 03:00:00,378.68,170.95,86.38,6054.05,433.81,245.51,177.61,34.15,269.31,15116.64,0.224,444.3,0.046
2024-01-30 02:00:00,324.41,144.17,74.9,6031.56,431.06,245.39,175.01,34.48,270.04,15107.68,0.253,498.8,0.03
2024-01-30 01:00:00,338.89,141.8,74.3,5984.36,435.56,245.49,180.08,33.27,261.17,14024.29,0.185,392,0.033
2024-01-30 00:00:00,380.31,168.09,82.43,6000.59,434.48,245.47,178.5,33.59,265.16,14502.71,0.243,424.3,0.028
2024-01-29 23:00:00,337.21,162.73,80.18,5872.8,430.8,244.71,176.42,33.32,258.36,13477.68,0.167,438.3,0.043
2024-01-29 22:00:00,256.59,121.52,65.49,5728.11,427.2,244.75,173.58,33.05,249.14,12222.87,0.217,507.9,0.051
2024-01-29 21:00:00,287.83,136.82,74.36,5839.8,433.46,245.22,178.86,32.74,254.13,12983.84,0.251,454.3,0.027
2024-01-29 20:00:00,316.97,155.63,79.71,5968.13,436.9,245.31,181.51,32.92,262.39,14113.71,0.191,410.9,0.048
2024-01-29 19:00:00,346.56,166.71,82.63,6000.33,434.84,245.34,178.96,33.52,266.47,14640.4,0.175,442.1,0.049
2024-01-29 18:00:00,259.25,117.64,67.47,5996.53,432.96,245.49,176.94,33.96,266.15,14595.89,0.231,444.3,0.038
2024-01-29 17:00:00,266.46,150.2,72.44,5977.2,431.24,245.51,175.52,34.11,265,14437.84,0.238,461.6,0.047
2024-01-29 16:00:00,323.65,136.45,77.34,6043.44,432.69,245.27,176.84,34.2,267.82,14888.43,0.244,506,0.052
2024-01-29 15:00:00,326.58,153.14,78.11,6036.63,436.18,245.35,180.11,33.57,266.65,14747.7,0.238,457.1,0.03
2024-01-29 14:00:00,300.53,135.95,74.43,6060.92,432.82,245.44,176.79,34.39,269.43,15119.62,0.217,433.3,0.05
2024-01-29 13:00:00,339.68,145.8,78.8,6051.24,431.24,245.21,175.22,34.6,270.95,15274.18,0.252,498.9,0.035
2024-01-29 12:00:00,289.23,137.84,69.69,5963.06,432.11,245.41,176.22,33.82,265.23,14411.52,0.208,496.9,0.041
2024-01-29 11:00:00,277.33,130.67,66.38,6026.42,429.26,245.12,173.45,34.83,270.96,15206.5,0.233,486.7,0.041
2024-01-29 10:00:00,303.68,144.77,70.95,5906.57,427.51,243.25,174.09,33.98,264.27,14185.9,0.181,445.9,0.037
2024-01-29 09:00:00,306.8,143.94,68.86,5797.96,423.27,242.9,170.88,34.05,256.67,13139.28,0.224,497.6,0.038
2024-01-29 08:00:00,272.34,127.43,67.96,5914.94,433.2,245.41,177.7,33.34,263.79,14153.5,0.231,448.2,0.037
2024-01-29 07:00:00,212.08,105.53,59.25,5933.8,426.91,245.04,171.57,34.61,264.42,14251.18,0.206,453.8,0.038
2024-01-29 06:00:00,273.11,143.54,71.91,5884.04,429.5,245.19,174.62,33.78,257.29,13388.17,0.215,477.8,0.039
2024-01-29 05:00:00,273.62,124.44,74.29,5873,435.36,245.39,180.31,32.64,257.6,13383.32,0.253,499.9,0.027
2024-01-29 04:00:00,300.55,140.63,75.22,5869.94,435.57,245.18,180.71,32.53,256.38,13253.19,0.169,450.3,0.034
2024-01-29 03:00:00,267.2,129.14,72.87,5863.57,432.67,245.05,177.75,33.02,258.03,13407.82,0.167,454.6,0.047
2024-01-29 02:00:00,260.13,120.76,73.85,6002.22,436.66,245.2,181.35,33.16,262.47,14221.88,0.215,410,0.035
2024-01-29 01:00:00,286.32,132.06,76.61,5961.51,432.7,245.2,177.24,33.7,263.96,14269.14,0.25,499.7,0.026
2024-01-29 00:00:00,260.59,128.06,70.62,5880.96,432.75,245.21,177.3,33.22,260.86,13754.16,0.203,421.6,0.05
2024-01-28 23:00:00,259.1,129.34,73.84,5912.4,431.31,245.19,175.99,33.66,263.16,14075.41,0.171,438,0.04
2024-01-28 22:00:00,265.03,132.75,72.24,5910.78,421.97,245.42,166.22,35.58,263.16,14058.68,0.257,403.9,0.026
2024-01-28 21:00:00,218.84,110.8,59.28,5919.3,432.55,245.51,176.72,33.5,259.84,13740.49,0.234,493.8,0.037
2024-01-28 20:00:00,219.58,118.21,60.06,6013.96,436.33,245.21,180.6,33.31,264.58,14471.36,0.163,464.1,0.037
2024-01-28 19:00:00,168.63,95.26,58.9,6079.39,427.62,245.39,171.26,35.52,270.62,15303.2,0.218,474,0.045
2024-01-28 18:00:00,226.74,131.34,71.32,6030.07,435,245.34,178.72,33.77,265.53,14618.59,0.224,443,0.027
2024-01-28 17:00:00,229.17,120.21,68.9,5952.29,432.79,245.05,177.61,33.61,260.39,13887.41,0.255,428.7,0.043
2024-01-28 16:00:00,281.32,138.24,73.88,5853.84,434.61,245.57,179.5,32.63,251.26,12697.37,0.192,419.8,0.038
2024-01-28 15:00:00,251.09,113.89,62.02,5835.92,434.15,245.35,179.07,32.66,253.74,12926.36,0.173,458.4,0.031
2024-01-28 14:00:00,197.93,94.75,55.61,5922.21,433.45,245.37,177.86,33.31,261.73,13939.22,0.214,450.8,0.027
2024-01-28 13:00:00,224.79,111.44,62.13,5858.9,435.88,245.53,180.62,32.42,253.55,12936.4,0.252,397.4,0.034
2024-01-28 12:00:00,218.66,106.75,62.46,5934.21,433.58,245.59,177.62,33.37,261.27,13922.7,0.222,486.9,0.025
2024-01-28 11:00:00,281.75,148.2,72.77,5951.6,429.31,245.45,173.46,34.32,265.28,14397.17,0.237,422.5,0.049
2024-01-28 10:00:00,280.42,125.51,67.3,5944.07,431.97,245.46,176.41,33.63,259.58,13772.98,0.206,463.5,0.037
2024-01-28 09:00:00,287.06,135.01,73.76,5878.24,435.31,244.97,180.56,32.56,255.12,13145.52,0.198,421.7,0.048
2024-01-28 08:00:00,270.46,117.67,69.79,5889.28,435.16,245.34,180.13,32.74,256.98,13370.66,0.201,453.6,0.037
2024-01-28 07:00:00,305.69,123.63,68.37,5994.23,436.97,245.38,181.18,33.09,263.28,14291.29,0.249,412.9,0.045
2024-01-28 06:00:00,310.25,132.05,69.71,6017.47,432.18,245.24,176.16,34.22,268.38,14889.49,0.24,404.7,0.05
2024-01-28 05:00:00,274,123.63,65.6,5976.06,432.2,245.08,176.72,33.81,265.84,14505.88,0.21,490.6,0.035
2024-01-28 04:00:00,264.9,118.35,66.37,5901.7,433.96,245.36,178.46,33.03,261.17,13836.19,0.203,462.3,0.043
2024-01-28 03:00:00,271.1,133.37,68.01,5924.23,431.94,245.43,176.24,33.62,262.4,14023.56,0.24,506,0.033
2024-01-28 02:00:00,248.93,119.01,62.22,5913.22,424.3,245.14,168.77,35.05,267.73,14566.62,0.163,489.1,0.034
2024-01-28 01:00:00,228.8,116.48,63.45,5891.89,424.9,245.12,169.84,34.88,262.1,13907.28,0.2,460,0.034
2024-01-28 00:00:00,328.7,144.17,75.3,5984.32,436.64,245.2,180.85,33.16,264.89,14433.36,0.238,408.5,0.048
2024-01-27 23:00:00,284.66,132,68.16,6046.2,428.72,245.26,172.62,35.08,272.13,15394.2,0.166,457,0.037
2024-01-27 22:00:00,257.54,114.62,65.52,6038.65,430.74,245.69,174.27,34.67,270.21,15167.91,0.246,458.3,0.039
2024-01-27 21:00:00,271.52,119.08,68.25,6010.97,432.33,245.59,175.97,34.17,268.37,14900.27,0.221,427.1,0.047
2024-01-27 20:00:00,257.25,112.92,63.3,6022.77,428.6,245.64,172.36,34.96,270.7,15170.96,0.21,509.4,0.05
2024-01-27 19:00:00,273.89,143.97,68.89,5971,427.4,245.66,171.1,34.92,269.06,14856.06,0.242,427.2,0.039
2024-01-27 18:00:00,266.99,124.02,62.85,5963.92,430.97,245.18,175.24,34.1,267.23,14627.46,0.2,467.6,0.035
2024-01-27 17:00:00,230.79,108.48,60.32,5966.15,418.85,245.44,162.79,36.66,274.04,15392.22,0.194,404.6,0.051
2024-01-27 16:00:00,281.4,133.68,65.85,5916.49,427.9,245.57,172.15,34.45,265.13,14304.48,0.251,420,0.043
2024-01-27 15:00:00,292.09,134.19,68.24,5899.26,433.95,245.22,178.7,33.04,261.24,13832.69,0.196,416.3,0.048
2024-01-27 14:00:00,317.62,141.25,75.07,5944.27,435.12,245.18,179.76,33.1,262.64,14087.21,0.192,492.9,0.032
2024-01-27 13:00:00,328.65,145.82,74.38,5929.47,434.61,245.19,179.35,33.16,261.19,13899.36,0.214,423.5,0.039
2024-01-27 12:00:00,302.69,142.51,73.38,5896.6,436.19,245.26,180.78,32.66,260.31,13740.8,0.178,450,0.047
2024-01-27 11:00:00,275.15,124.41,68.05,5982.77,437.12,245.42,181.42,33,264.38,14372.17,0.173,507.7,0.04
2024-01-27 10:00:00,275.44,121.35,65.42,5999.92,433.89,245.45,177.86,33.78,267.2,14732.09,0.182,500,0.034
2024-01-27 09:00:00,295.42,138.33,71.06,6008.07,435.22,245.44,179.18,33.51,266.56,14670.76,0.203,402.4,0.035
2024-01-27 08:00:00,279.85,125.14,69.25,5976,435.15,245.21,179.63,33.33,264.9,14420.87,0.184,460.1,0.042
2024-01-27 07:00:00,257.45,110.27,64.33,5945.5,436.99,245.58,181.26,32.79,261.68,13995.8,0.185,473.5,0.039
2024-01-27 06:00:00,257,118.98,65.18,5991.27,436.76,245.35,180.93,33.18,264.86,14448.18,0.187,481.1,0.032
2024-01-27 05:00:00,284.75,123.86,69.91,6023.09,434.3,245.41,178.35,33.79,268.44,14914.88,0.258,417.2,0.034
2024-01-27 04:00:00,272.17,123.84,66.54,5978.46,433.8,245.4,178.14,33.58,265.74,14509.38,0.205,442.1,0.053
2024-01-27 03:00:00,274.65,116.86,66.25,6021.43,434.35,245.61,178.01,33.78,268.52,14925.73,0.227,482.3,0.047
2024-01-27 02:00:00,268.7,118.9,64.8,5999.2,432.75,245.22,177.05,33.96,268.5,14863.97,0.18,461.7,0.025
2024-01-27 01:00:00,273.82,114.04,62.76,5927.14,434.31,245.53,178.59,33.16,263.19,14090.98,0.232,435.7,0.034
2024-01-27 00:00:00,274.81,112.62,63.42,5891.2,434.66,245.29,179.09,32.9,262.1,13920.71,0.217,486.7,0.039
2024-01-26 23:00:00,273.26,112.86,62.29,5940.5,436.61,245.4,180.93,32.84,264.93,14322.2,0.223,418.4,0.046
2024-01-26 22:00:00,271.56,120.28,64.06,6008.23,435.3,245.34,179.37,33.5,268.4,14874.47,0.198,494.1,0.031
2024-01-26 21:00:00,236.76,107,61.4,6010.35,435.57,245.49,179.32,33.56,267.64,14803.51,0.216,409.1,0.052
2024-01-26 20:00:00,225.06,111.93,63.27,6013.27,435.01,245.44,179.04,33.62,269.19,14975.23,0.213,480.2,0.052
2024-01-26 19:00:00,210.84,104.73,63.77,5979.14,435.81,245.32,180.11,33.25,267.01,14646.53,0.25,442,0.028
2024-01-26 18:00:00,299.53,138.57,75.21,5972.63,435.7,245.27,179.95,33.24,266.34,14559.24,0.163,451.9,0.046
2024-01-26 17:00:00,247.4,103.83,63.78,6007.7,436.33,245.19,180.54,33.33,267.94,14821.14,0.232,469.2,0.051
2024-01-26 16:00:00,241.22,110.76,62.15,6012.94,436.11,245.22,180.29,33.37,267.38,14775.07,0.215,414.1,0.047
2024-01-26 15:00:00,263,112.43,62.99,6027.17,434.69,245.11,178.71,33.81,269.42,15053.04,0.187,504.4,0.044
2024-01-26 14:00:00,267.74,108.92,63.3,6038.57,434.83,245.44,178.8,33.78,269.73,15098.64,0.198,463.1,0.052
2024-01-26 13:00:00,273.15,113.41,63.89,6048.61,436.73,245.28,180.8,33.49,269.05,15042.57,0.216,423,0.027
2024-01-26 12:00:00,256.7,109.78,62.14,6010.57,434.16,245.44,178,33.82,267.22,14761.23,0.249,505.3,0.031
2024-01-26 11:00:00,277.76,119.39,62.37,5993.88,436.62,245.35,180.72,33.17,266.4,14601.71,0.22,408,0.042
2024-01-26 10:00:00,284.71,115.3,62.45,5979.58,434.25,245.4,178.5,33.54,265.47,14485.63,0.23,391.6,0.028
2024-01-26 09:00:00,294.95,119.7,62.14,5961.83,435.46,245.32,179.55,33.27,265.09,14403.14,0.243,399.4,0.049
2024-01-26 08:00:00,267.65,107.8,59.05,5993.6,435.22,245.02,179.67,33.42,267.35,14731.55,0.241,457.1,0.047
2024-01-26 07:00:00,242.58,102.28,57.88,5968.31,434.07,245.57,178.08,33.54,264.78,14383.15,0.246,412.9,0.025
2024-01-26 06:00:00,267.2,111.02,62.47,5941.49,437.63,245.14,182.14,32.65,262.41,14070.73,0.208,392.1,0.051
2024-01-26 05:00:00,258.04,122.6,65.34,6024.55,434.44,245.63,178.23,33.69,267.58,14819.58,0.194,504.3,0.053
2024-01-26 04:00:00,265.78,112.48,66.04,5994.58,435.16,245.11,179.61,33.45,265.83,14562.6,0.182,499.6,0.03
2024-01-26 03:00:00,233.4,106.2,61.5,5956.59,433.65,245.26,177.82,33.55,265.86,14457.14,0.19,416.3,0.039
2024-01-26 02:00:00,264.11,118.69,65.91,5941.95,437.75,245.38,182.16,32.61,262.03,14024.41,0.188,470.7,0.046
2024-01-26 01:00:00,251.17,117.15,66.3,6048.49,436.66,245.17,180.74,33.47,267.84,14910.5,0.242,505.4,0.051
2024-01-26 00:00:00,293.4,129.47,69.79,6012.89,435.5,245.38,179.34,33.58,266.75,14703.26,0.255,432.8,0.034
2024-01-25 23:00:00,291.95,124.39,68.72,5994.42,435.62,245.26,179.83,33.36,266.62,14666.6,0.21,463.7,0.05
2024-01-25 22:00:00,266,111.73,63.55,5969.94,436.34,245.37,180.66,33.03,262.18,14094.62,0.161,397.2,0.034
2024-01-25 21:00:00,246.92,104.5,62.22,6015.08,435.81,245.4,179.55,33.48,266.6,14701.32,0.162,489.2,0.035
2024-01-25 20:00:00,272.45,112.19,63.85,6046.66,436.37,245.45,180.16,33.6,268.15,14935.44,0.209,498.1,0.052
2024-01-25 19:00:00,254.36,110.18,63.35,6037.13,435.83,245.44,179.69,33.6,267.25,14814.32,0.207,411.3,0.053
2024-01-25 18:00:00,241.92,104.16,62.61,5994.81,434.48,245.27,178.42,33.62,266.52,14644.04,0.224,498.6,0.035
2024-01-25 17:00:00,263.52,113.94,64.97,6039.01,438.68,245.19,182.76,33.08,265.87,14658.88,0.195,409.1,0.039
2024-01-25 16:00:00,266.84,121.85,69.91,6060,436.44,245.34,180.37,33.64,266.61,14799.77,0.167,438.7,0.047
2024-01-25 15:00:00,271.53,123.56,71.19,6024.97,434.49,245.05,178.54,33.85,266.76,14753.52,0.252,447.4,0.035
2024-01-25 14:00:00,266.28,121.13,68.42,5982.31,434.48,245.58,178.28,33.57,264.89,14424.28,0.165,421.2,0.049
2024-01-25 13:00:00,267.6,117.35,65.62,5943.93,435.42,245.13,179.85,33.08,261.75,13988.91,0.178,431.4,0.042
2024-01-25 12:00:00,246.65,105.45,62.56,5961.08,435.8,245.42,179.86,33.19,262.36,14102.25,0.242,438.4,0.029
2024-01-25 11:00:00,297.88,122.18,67.44,6007.45,432.67,245.3,176.62,34.01,267.34,14743.07,0.205,484.4,0.053
2024-01-25 10:00:00,260.13,112.52,61.6,5962.5,430.41,245.29,174.64,34.2,264.12,14304.89,0.218,428.7,0.045
2024-01-25 09:00:00,261.1,118.45,66.18,5981.98,431.22,245.51,175.11,34.13,264.67,14402.07,0.21,416.2,0.045
2024-01-25 08:00:00,268.66,121.36,70.76,5924.08,431.97,245.26,176.66,33.53,260.9,13846.23,0.245,428.7,0.032
2024-01-25 07:00:00,305.7,128.94,73,5963.85,434.29,245.3,178.67,33.42,262.24,14095.48,0.205,445.8,0.05
2024-01-25 06:00:00,296.08,123.42,70.06,5958.75,432.2,245.52,176.19,33.8,263.66,14238.88,0.209,463.1,0.038
2024-01-25 05:00:00,271.57,109.14,64.12,5972.48,432.86,245.15,177.46,33.71,262.43,14130.65,0.184,509.6,0.041
2024-01-25 04:00:00,283.12,115.76,66.72,5947.55,435.65,245.24,180.44,33.06,258.78,13702.4,0.16,414.6,0.034
2024-01-25 03:00:00,278.32,115.37,66.44,5965.69,434.4,245.51,178.43,33.43,261.89,14074.57,0.238,508.2,0.033
2024-01-25 02:00:00,294.58,123.93,68.61,5977.32,434.34,245.27,178.9,33.44,262.3,14135.98,0.212,480.4,0.053
2024-01-25 01:00:00,295.98,130.23,69.49,5990.86,436.65,245.27,181.07,33.13,261.36,14066.59,0.228,423.3,0.034
2024-01-25 00:00:00,261.57,106,64.24,5973.19,436.03,245.28,180.35,33.14,261.19,14000.99,0.178,454,0.053
2024-01-24 23:00:00,292.71,121.33,70.44,6014.71,435.02,245.42,179.32,33.57,262.58,14279.81,0.165,428.3,0.035
2024-01-24 22:00:00,263.24,110.36,62.92,6070.5,435.22,245.18,179.37,33.89,266.75,14846.71,0.204,390.9,0.046
2024-01-24 21:00:00,290.34,118.2,68.29,6015.88,433.74,245.34,177.66,33.9,265.61,14583.42,0.176,469,0.045
2024-01-24 20:00:00,299.42,118.28,68.87,6014.99,436.82,245.35,181.1,33.22,262.28,14216.86,0.229,469.6,0.027
2024-01-24 19:00:00,291.85,119.24,70.8,6004.92,437.35,245.31,181.7,33.11,261.02,14053.71,0.161,484.5,0.026
2024-01-24 18:00:00,294.2,120.12,69.58,6076.04,437.74,245.12,181.65,33.51,266.52,14843.03,0.25,410.9,0.036
2024-01-24 17:00:00,286.39,120.35,67.42,6067.8,435.15,245.29,179.17,33.94,267.5,14910.94,0.216,419.6,0.053
2024-01-24 16:00:00,285.38,114.07,66.22,6028.57,432.15,245.31,176.06,34.23,266.21,14676.94,0.242,509.2,0.049
2024-01-24 15:00:00,330.75,136.4,71.27,6018.76,433.92,245.4,177.65,33.91,265.75,14608.21,0.184,465.7,0.052
2024-01-24 14:00:00,258.92,112.49,63.04,6043.76,432.85,245.24,176.88,34.18,267.57,14859.56,0.21,508.5,0.032
2024-01-24 13:00:00,276.2,119.09,65.76,6027.62,432.74,245.35,176.69,34.13,266.53,14726.01,0.167,395.2,0.037
2024-01-24 12:00:00,251.18,107.15,60.34,6027.53,430.99,245.55,174.61,34.56,267.69,14852.92,0.178,479.6,0.026
2024-01-24 11:00:00,273.29,110.23,62.31,6000.02,434.54,245.15,179.02,33.59,263.72,14338.38,0.26,418,0.039
2024-01-24 10:00:00,266.11,108.39,61.33,6024.41,432.29,245.45,176.31,34.22,266.34,14693.57,0.239,460.7,0.051
2024-01-24 09:00:00,239.92,98.35,60.09,6031.38,433.04,245.27,176.9,34.07,267.45,14836.3,0.221,403.1,0.035
2024-01-24 08:00:00,311.97,125.87,70.7,6043.99,433.44,245.52,177.33,34.03,267.84,14893,0.223,420.6,0.05
2024-01-24 07:00:00,303.92,122.22,70.29,6042.63,435.15,245.33,179.19,33.71,266.28,14725.56,0.232,466.7,0.035
2024-01-24 06:00:00,297.41,114.5,65.53,6046.86,431.86,245.33,175.71,34.42,269,15036.3,0.179,487.7,0.028
2024-01-24 05:00:00,299.95,117.23,65.93,6057.06,436.09,245.17,180.42,33.59,266.22,14748.5,0.216,430.6,0.03
2024-01-24 04:00:00,303.78,120.46,66.25,6032.59,434.78,245.43,178.81,33.77,266.29,14693.89,0.198,474.2,0.041
2024-01-24 03:00:00,253.03,103.68,60.47,5989.38,433.87,245.34,177.87,33.7,265.08,14462.8,0.176,439.1,0.042
2024-01-24 02:00:00,264.44,110.69,63.5,5998.24,432.13,245.2,176.58,34,265.62,14539.28,0.224,460.8,0.037
2024-01-24 01:00:00,269.19,105.6,64.19,6010.36,437.46,245.29,181.71,33.14,263.41,14342.9,0.17,466.4,0.046
2024-01-24 00:00:00,301.49,120.8,68.65,6029.07,435.48,245.21,179.64,33.63,265.5,14601.94,0.224,504.8,0.049
2024-01-23 23:00:00,300.73,117.62,66.86,6054.8,435.08,245.56,178.85,33.88,267.5,14880.79,0.191,471,0.04
2024-01-23 22:00:00,282.38,115.06,64.34,6057.19,435.76,245.38,179.76,33.7,265.51,14683.4,0.225,508.8,0.03
2024-01-23 21:00:00,261.97,109.72,62.36,6071.84,433.14,245.4,176.75,34.43,268.58,15054.84,0.21,474.5,0.035
2024-01-23 20:00:00,254.97,112.08,64.01,6066.84,433.23,245.34,177.07,34.22,268.22,15005.97,0.255,460.7,0.049
2024-01-23 19:00:00,232.98,103,64.49,6045.3,434.09,244.97,178.39,34.02,266.02,14700.87,0.224,482.7,0.041
2024-01-23 18:00:00,253.36,112.95,68.06,6037.13,433.79,245.59,177.38,33.94,266.45,14717.86,0.177,452.7,0.051
